"","x1","x2","x3","d","y"
"1",0.789667062694207,0.186083565698937,0.601232938468456,TRUE,1.77571130479448
"2",0.0911686436738819,0.0189676345326006,0.602490930818021,FALSE,0.702006683620539
"3",0.839708386454731,0.137706797104329,0.439575465628877,FALSE,4.81874268044628
"4",0.373535107355565,0.177270594751462,0.419392657931894,FALSE,2.92143502611516
"5",0.141336634056643,0.785984819056466,0.140321633778512,FALSE,0.663375770663085
"6",0.48001976753585,0.250434086890891,0.330938250059262,FALSE,0.572980587300268
"7",0.790916339727119,0.875747120473534,0.295308638131246,FALSE,5.23405443414758
"8",0.934819993562996,0.987328435527161,0.516768781701103,TRUE,3.11193463704906
"9",0.400791163323447,0.164846547180787,0.358373032649979,TRUE,-0.726363232405099
"10",0.459963459288701,0.896789390360937,0.389243478886783,FALSE,4.26087126314595
"11",0.79573485464789,0.00500725349411368,0.83569133025594,TRUE,-0.418487296069665
"12",0.298795616952702,0.551793138729408,0.329542344436049,FALSE,3.91076332716689
"13",0.684610574971884,0.552021560724825,0.0164096823427826,FALSE,-2.41837835814924
"14",0.405725809978321,0.363510853378102,0.836268177023157,FALSE,4.60223488133672
"15",0.584781812503934,0.262767010834068,0.251106985844672,FALSE,3.65888742326561
"16",0.895248198416084,0.988939280621707,0.382874403614551,FALSE,3.5694297372352
"17",0.262909899931401,0.152531981468201,0.751741502899677,FALSE,-1.05579956788508
"18",0.969553635455668,0.446522403042763,0.579549481160939,TRUE,0.343471144115591
"19",0.502428317675367,0.594399642199278,0.648583191679791,FALSE,1.85921827439715
"20",0.26900998968631,0.0599549396429211,0.828772412845865,TRUE,1.83061971220806
"21",0.449137368705124,0.7191777958069,0.899054563604295,FALSE,1.3423302481778
"22",0.0536264611873776,0.174169318284839,0.412954963510856,FALSE,2.66981879014098
"23",0.999909408623353,0.489221983822063,0.684832182480022,TRUE,1.92295718898104
"24",0.95572035596706,0.189008319517598,0.116321585606784,TRUE,-0.0126252982255806
"25",0.216005943249911,0.414234169060364,0.186485728714615,FALSE,2.18409800328348
"26",0.604007029673085,0.602786973817274,0.693505957722664,FALSE,5.45763334593587
"27",0.993400115752593,0.0969304337631911,0.0217074209358543,FALSE,5.74242360045753
"28",0.638547890121117,0.172011293936521,0.915075146360323,TRUE,2.5587574078721
"29",0.0176500799134374,0.959319897461683,0.236018463503569,FALSE,2.16604256766185
"30",0.968800243223086,0.129941583843902,0.839622522471473,TRUE,3.77084820558249
"31",0.612933753291145,0.945226568728685,0.897866265848279,FALSE,3.45400839721832
"32",0.474320200039074,0.552141586784273,0.433401020243764,FALSE,0.789400020427617
"33",0.595162919489667,0.867209691088647,0.496576431207359,FALSE,1.47797747615449
"34",0.437761539593339,0.410333827603608,0.400800779927522,FALSE,1.27062991525506
"35",0.235648398287594,0.396054840879515,0.203323126072064,FALSE,1.08863891024197
"36",0.598780325613916,0.0299306914675981,0.127040829043835,FALSE,4.37960570913848
"37",0.566673121415079,0.533307790756226,0.6680601129774,TRUE,-0.622583628955817
"38",0.0810773761477321,0.151158950757235,0.321462287101895,FALSE,-0.326555784626451
"39",0.234599782386795,0.98082052799873,0.560364662669599,FALSE,1.46375788550047
"40",0.39431200362742,0.529771182220429,0.91150211985223,TRUE,5.65941106831871
"41",0.418469570344314,0.918719452805817,0.843165418598801,TRUE,1.66170895753053
"42",0.130320533411577,0.156345553928986,0.904770828317851,FALSE,2.2879962254115
"43",0.360831186641008,0.759074854664505,0.131223067408428,FALSE,3.34711145043417
"44",0.217063470976427,0.703796359011903,0.624119793530554,FALSE,2.54166696990314
"45",0.641933892155066,0.276863594073802,0.692293110769242,FALSE,1.75349875957773
"46",0.3678048113361,0.74778067972511,0.437632984481752,FALSE,0.8284251421719
"47",0.908997480524704,0.211064918199554,0.0475835925899446,FALSE,-1.40913444483598
"48",0.131188861094415,0.820181259186938,0.757555407704785,TRUE,2.49490376824366
"49",0.175788627006114,0.393803692422807,0.296349749900401,FALSE,0.585671771085546
"50",0.348191385623068,0.517198999878019,0.94561371137388,FALSE,5.91442117109214
"51",0.539995968574658,0.54123199172318,0.652729771099985,TRUE,1.05157430441654
"52",0.0766882898751646,0.849001476773992,0.86751132295467,FALSE,1.28930579603556
"53",0.39901155908592,0.163045678753406,0.401702664326876,FALSE,2.53270462545947
"54",0.504066124791279,0.612630994990468,0.850468650925905,TRUE,4.77966793670661
"55",0.959317231085151,0.395743544446304,0.302276947302744,TRUE,1.27671180596321
"56",0.388476725900546,0.918796259211376,0.120149568654597,FALSE,-0.282836961973776
"57",0.951228541322052,0.0921378275379539,0.972013039747253,FALSE,1.72268147792405
"58",0.11847509467043,0.582788037601858,0.12694502575323,FALSE,0.430910283880461
"59",0.103961257729679,0.350996962515637,0.306443325476721,FALSE,-0.708151155178632
"60",0.125048418296501,0.739003156078979,0.629411219619215,FALSE,0.359143814218483
"61",0.59290642128326,0.840114875463769,0.280762623995543,TRUE,5.99413289242233
"62",0.192122120177373,0.28689882857725,0.12541095353663,FALSE,0.300374251631199
"63",0.991434067720547,0.459745528642088,0.7017130125314,FALSE,1.59096149394846
"64",0.18263608077541,0.915261024609208,0.022537489188835,FALSE,0.650203842187581
"65",0.0286031616851687,0.327545451465994,0.149757642531767,FALSE,0.295553928741741
"66",0.173227302264422,0.815444704378024,0.0753222866915166,TRUE,2.31242168421478
"67",0.367029287153855,0.857663101516664,0.868865819647908,FALSE,1.3624304344159
"68",0.155177578795701,0.754732719389722,0.276692966232076,FALSE,0.563118614599999
"69",0.984993178397417,0.0387377126608044,0.894970931345597,FALSE,3.97058724719891
"70",0.271540966350585,0.488709963858128,0.120260789524764,FALSE,2.09432883194878
"71",0.0429207305423915,0.548897954402491,0.248039593687281,FALSE,-0.497450845346633
"72",0.470848903525621,0.329785265726969,0.368390491232276,FALSE,3.10290117041265
"73",0.669736585346982,0.173223198857158,0.929665956879035,TRUE,-2.08462357189598
"74",0.909651189344004,0.8121783293318,0.378566438099369,TRUE,4.7166867843508
"75",0.257594208233058,0.111567957093939,0.138183874776587,FALSE,1.9066211176315
"76",0.428734847577289,0.334805912338197,0.0485060049686581,FALSE,1.95350493064748
"77",0.517825400456786,0.014086389914155,0.264863892924041,FALSE,-0.85855753198066
"78",0.749742310494184,0.545827025314793,0.85483409743756,TRUE,4.50977400201138
"79",0.131319160806015,0.835028169211,0.830060180276632,TRUE,3.76157826611339
"80",0.894482612144202,0.960658524883911,0.936755565693602,TRUE,3.70857519112668
"81",0.477595297852531,0.47503242874518,0.259454045444727,TRUE,2.97500335347754
"82",0.213669956661761,0.022102375747636,0.126394147751853,FALSE,-1.71009820488783
"83",0.170877228025347,0.682322007836774,0.235543176298961,TRUE,-1.70187635116673
"84",0.127025740919635,0.616300230612978,0.668677168199793,TRUE,4.41155880819198
"85",0.465324838645756,0.276447212323546,0.286448414204642,FALSE,6.73849327184338
"86",0.358875158708543,0.524402050301433,0.968818810069934,FALSE,2.75283735732028
"87",0.690585608361289,0.480200348654762,0.780797058017924,TRUE,5.0898911488475
"88",0.908598004607484,0.249452026793733,0.888519329251722,FALSE,3.3790301507468
"89",0.138042267179117,0.955891955643892,0.440511345863342,FALSE,2.10670129955173
"90",0.277835780521855,0.806754604680464,0.912393115693703,TRUE,1.26097202012645
"91",0.76756697986275,0.696815326111391,0.870406560599804,FALSE,2.57867645092456
"92",0.701869152020663,0.499885533004999,0.434405155479908,FALSE,3.27496221092937
